PMID	Year	Abstract
30219206	2018	'We have a large body of evidence showing that hyperglycemia is a cardiovascular risk factor and that its reduction decreases the risk for cardiovascular events. Indeed, epidemiological studies have clearly shown that hyperglycemia is a strong and independent factor for cardiovascular disease. In addition, we have many pathophysiological studies demonstrating the direct role of hyperglycemia in the development of atherosclerosis. Hyperglycemia, by stimulating protein kinase C, increases the production of pro-inflammatory cytokines, of adhesion molecules and of endothelin-1 and, by stimulating the polyol pathway, promotes the oxidative stress. Furthermore, chronic hyperglycemia leads to the accumulation of advanced glycation end-products that modify the structure of the arterial wall and, as a consequence, will increase the risk for the development of atherosclerosis. Moreover, prolonged intervention studies have shown that reduction of hyperglycemia is associated with a significant decrease in the risk for major cardiovascular events. Thus, hyperglycemia is a cardiovascular risk factor which is characterized by the fact that it induces profound modifications of the arterial wall and that it is necessary to correct hyperglycemia during enough time to obtain a cardiovascular benefit.'
30219201	2018	''
30219179	2018	'Loss-of-function pathogenic variants in BRCA1 confer a predisposition to breast and ovarian cancer. Genetic testing for sequence changes in BRCA1 frequently reveals a missense variant for which the impact on cancer risk and on the molecular function of BRCA1 is unknown. Functional BRCA1 is required for the homology-directed repair (HDR) of double-strand DNA breaks, a critical activity for maintaining genome integrity and tumor suppression. Here, we describe a multiplex HDR reporter assay for concurrently measuring the effects of hundreds of variants of BRCA1 for their role in DNA repair. Using this assay, we characterized the effects of 1,056 amino acid substitutions in the first 192 residues of BRCA1. Benchmarking these results against variants with known effects on DNA repair function or on cancer predisposition, we demonstrate accurate discrimination of loss-of-function versus benign missense variants. We anticipate that this assay can be used to functionally characterize BRCA1 missense variants at scale, even before the variants are observed in results from genetic testing.'
30219159	2018	'BACKGROUND: This study aimed to investigate the interactions between silent information regulator 1 (SIRT1) and mammalian target of rapamycin (mTOR) in intraplaque angiogenesis and their potential mechanisms through in vivo and in vitro studies.\n\nMETHODS: An atherosclerosis model was established in 12 rabbits on a high-cholesterol diet. The rabbits were equally divided into 3 groups: a control group (high-lipid diet), RAP group (high-lipid diet supplemented with rapamycin) and RAP + NAM group (high-lipid diet supplemented with rapamycin and nicotinamide). At the end of 4 weeks, the area of plaques in the aorta was determined and the protein expression of CD31 and vascular endothelial growth factor (VEGF) was detected through hematoxylin and eosin staining and immunohistochemical staining, respectively. For in vitro study, a hypoxia model was established in human umbilical vein endothelial cells (HUVECs) by using the chemical method (CoCl). The MTT assay, scratch assay and tube formation assay were performed to evaluate the proliferation and angiogenesis abilities of HUVECs. Reverse transcription polymerase chain reaction was used to examine the mRNA levels of SIRT1, hypoxia-inducible factor-1α (HIF-1α), mTOR and p70 ribosomal S6 kinase (p70S6K). Western blotting was used to examine the protein levels of SIRT1, HIF-1α, mTOR, p-mTOR, p-raptor and p-p70S6K.\n\nRESULTS: The results of the in vivo study indicated a significant inhibitory effect of rapamycin on plaque size and intraplaque angiogenesis (0.05 ± 0.02mm versus 5.44 ± 0.50mm, P < 0.05). This effect was attenuated by nicotinamide (0.76 ± 0.15mm versus 0.05 ± 0.02mm, P < 0.05). Compared with the RAP group, CD31- and VEGF-positive vessels were abundant in the RAP + NAM group. The RAP group showed lower expression of p-mTOR, p-p70S6K and HIF-1α than did the control group (P < 0.05), whereas the RAP + NAM group showed slightly higher expression of these factors than did the RAP group (P < 0.05). Furthermore, in vitro studies revealed that the inhibitory effect of rapamycin on the angiogenic ability of HUVECs and its significant inhibitory effects on the protein level of HIF-1α and the phosphorylation of proteins involved in the mTORC1 pathway, including mTOR, raptor and p70S6K (P < 0.05), were enhanced by cotreatment with SRT1720 and rapamycin (P < 0.05). In contrast to mTOR and SIRT1, the mRNA levels of p70S6K and HIF-1α were reduced by rapamycin (P < 0.05) and further reduced by cotreatment with SRT1720 and rapamycin.\n\nCONCLUSIONS: The study results indicate that SIRT1 might negatively regulate atherosclerotic angiogenesis via mTORC1 and HIF-1α signaling pathway and cointervention of SIRT1 and mTOR may serve as a crucial therapeutic strategy in cardiovascular medicine.'
30219152	2018	'BACKGROUND: In immunoglobulin A nephropathy (IgAN), complement activation occurs in both the systemic circulation and in situ (glomerular). A recent IgAN-genome-wide association study (GWAS) identified 1q32 as an IgAN susceptible locus that contained the complement regulatory protein coding gene complement factor H (CFH). Here, we explored the combined genetic effects of coding and noncoding variants in CFH, rs6677604 and rs800292 on complement activation in IgAN.\n\nMETHODS: In total, 1,194 IgAN patients and 900 healthy controls who were the same as the Beijing Discovery Cohort in our recent IgAN-GWAS were recruited. The genotyping information of rs800292 and rs6677604 were extracted from GWAS data, while the information regarding plasma C3 levels and mesangial C3 deposits were collected from medical records.\n\nRESULTS: We found both rs800292-GG and rs6677604-GG were risk genotypes for complement activation in IgAN patients, as represented by lower plasma C3 levels in IgAN patients with rs800292-GG and a higher intensity of glomerular C3 deposits in those with rs6677604-GG, respectively. Additionally, IgAN patients with 2 risk genotypes (rs800292-GG and rs6677604-GG) showed a higher degree of complement activation compared to those with no risk genotypes (rs800292-AA/AG and rs6677604-AA/AG), as represented by both lower plasma C3 levels and a higher intensity of glomerular C3 deposits. Moreover, when compared to rs800292 or rs6677604 alone, the combined genetic effects of rs800292 and rs6677604 showed a stronger association with IgAN susceptibility.\n\nCONCLUSIONS: Our findings suggested that both coding and noncoding variants in CFH acted synergistically to regulate the degree of complement activation and thereby contributed to IgAN susceptibility.'
30219115	2018	'BACKGROUND: Skeletal muscle atrophy is a striking example of the multiple changes in the physiological state of humans and animals induced by microgravity. Previous studies have shown that a blood circulation disorder may be a cause of this atrophy, and traditional Chinese medicine has been regarded as a potential countermeasure to reverse the atrophy in China. This study was carried out to test the effects of Xuefuzhuyu capsules (XFZY) on the skeletal muscle atrophy induced by simulated microgravity.\n\nMETHODS: The mass and cross-sectional area of the soleus muscle were compared in rats treated with XFZY that were hindlimb unloaded for 30 d (XFZY-TS group), untreated rats that were hindlimb unloaded for 30 d (TS group), and control rats (CON group). The expression and phosphorylation levels of key proteins of the sarcoplasmic reticulum stress system were also measured.\n\nRESULTS: Treatment with XFZY attenuated the loss of muscle mass and cross-sectional area induced by hindlimb unloading. Western blot analysis showed that the phosphatidyl-inositol-3-kinase/phospho-Akt (PI3K/p-Akt) pathways were down-regulated after 30 d in the TS group compared with the CON group. This effect was partly reversed by XFZY. Hindlimb unloading increased the expression of glucose-regulated protein 78 (GRP78), cytosine-cytosine-adenosine-adenosine-thymidine/enhancer-binding protein homologous protein (CHOP), C-Jun N-terminal kinase (JNK), and Caspase 12. Treatment with XFZY alleviated this increased protein expression.\n\nDISCUSSION: Our results suggest that XFZY could partially reverse the effects of hindlimb unloading on muscle atrophy and perhaps target the sarcoplasmic reticulum stress system, possibly through the GRP78-CHOP-JNK-Caspase 12 pathway.Zhang S, Yuan M, Cheng C, Xia D, Wu S. Chinese herbal medicine effects on muscle atrophy induced by simulated microgravity. Aerosp Med Hum Perform. 2018; 89(10):883-888.'
30219099	2018	'BACKGROUND: The formation of intrafusal muscle (IM) fibers and their contact with afferent proprioceptive axons is critical for construction, function, and maintenance of the stretch reflex. Many factors affect the formation of IM fibers. Finding new factors and mechanisms of IM fiber formation is essential for the reconstruction of stretch reflex arc after injury.\n\nMETHODS: We established a coculture system of organotypic dorsal root ganglion (DRG) explants and dissociated skeletal muscle (SKM) cells. The formation of IM fibers was observed in this coculture system after neuregulin-1β (NRG-1β) incubation.\n\nRESULTS: We found that NRG-1β promoted outgrowth of neurites and migration of neurons from the organotypic DRG explants and that this correlated with an induction of growth-associated protein 43 (GAP-43) expression. NRG-1β also increased the amount of nuclear bag fibers and nuclear chain fibers by elevating the proportion of tyrosine kinase receptor C (TrkC) phenotypic DRG neurons. In addition, we found that the effects of NRG-1β could be blocked by inhibiting ERK1/2, PI3K/Akt, and JAK2/STAT3 signaling pathways.\n\nCONCLUSION: These data imply that NRG-1β promoted neurite outgrowth and neuronal migration from the organotypic DRG explants and that this correlated with an induction of GAP-43 expression. The modulating effects of NRG-1β on TrkC DRG neuronal phenotype may link to promote IM fiber formation. The effects produced by NRG-1β in this neuromuscular coculture system provide new data for the therapeutic potential on IM fiber formation after muscle injury.'
30219098	2018	'BACKGROUND: Genetic polymorphisms can contribute to phenotypic differences amongst individuals, including disease risk and drug response. Characterization of genetic polymorphisms that modulate gene expression and/or protein function may facilitate the identification of the causal variants. Here, we present the architecture of genetic polymorphisms in the human genome focusing on those predicted to be potentially functional/under natural selection and the pathways that they reside.\n\nRESULTS: In the human genome, polymorphisms that directly affect protein sequences and potentially affect function are the most constrained variants with the lowest single-nucleotide variant (SNV) density, least population differentiation and most significant enrichment of rare alleles. SNVs which potentially alter various regulatory sites, e.g. splicing regulatory elements, are also generally under negative selection. Interestingly, genes that regulate the expression of transcription/splicing factors and histones are conserved as a higher proportion of these genes is non-polymorphic, contain ultra-conserved elements (UCEs) and/or has no non-synonymous SNVs (nsSNVs)/coding INDELs. On the other hand, major histocompatibility complex (MHC) genes are the most polymorphic with SNVs potentially affecting the binding of transcription/splicing factors and microRNAs (miRNA) exhibiting recent positive selection (RPS). The drug transporter genes carry the most number of potentially deleterious nsSNVs and exhibit signatures of RPS and/or population differentiation. These observations suggest that genes that interact with the environment are highly polymorphic and targeted by RPS.\n\nCONCLUSIONS: In conclusion, selective constraints are observed in coding regions, master regulator genes, and potentially functional SNVs. In contrast, genes that modulate response to the environment are highly polymorphic and under positive selection.'
30219084	2018	'BACKGROUND: Clear cell sarcoma of soft tissue (CCSST) and clear cell sarcoma-like gastrointestinal tumor (CCSLGT) are malignant mesenchymal tumors that share some pathological features, but they also have several different characteristics. They are well known to express chimeric fusions of Ewing sarcoma breakpoint region 1 (EWSR1) and cAMP response element-binding protein (CREB) family members; namely, EWSR1-activating transcription factor 1 (ATF1) and EWSR1-CREB1. In addition, recent studies have suggested the presence of other fusions.\n\nMETHODS: We used fluorescence in situ hybridization to detect specific rearrangements including EWSR1, ATF1, CREB1, and cAMP response element modulator (CREM) in 16 CCSST and 6 CCSLGT cases. We also used reverse transcription polymerase chain reaction (RT-PCR) to detect specific chimeric fusions of EWSR1-ATF1 and EWSR1-CREB1 using fresh tumor samples in available cases.\n\nRESULTS: A total of 15 of 16 CCSST cases (93.8%) had EWSR1 rearrangement, of which 11 (68.8%) also had ATF1 rearrangement, suggestive of the presence of EWSR1-ATF1 fusions. One CCSST case (6.3%) was found to have EWSR1 and CREM rearrangements, and 4 of 6 CCSLGT cases (66.7%) had EWSR1 rearrangement, of which 2 (33.3%) showed ATF1 rearrangement and the other 2 cases (33.3%) showed CREB1 rearrangement. These cases most likely had EWSR1-ATF1 and EWSR1-CREB1 fusions, respectively. RT-PCR was performed in 8 available cases, including 6 CCSSTs and 2 CCSLGTs. All CCSSTs showed EWSR1-ATF1 fusions. Among the 2 CCSLGT cases, one had EWSR1-ATF1 fusion and the other had EWSR1-CREB1 fusion.\n\nCONCLUSIONS: Rearrangements of EWSR1 and ATF1 or EWSR1-ATF1 fusion were predominantly found in CCSST, whereas those of EWSR1 and CREB1 or EWSR1-CREB1 tended to be detected in CCSLGT. A novel CREM fusion was also detected in a few cases of CCSST and CCSLGT. The cases in which EWSR1 rearrangement was detected without definitive partner genes should be considered for the presence of CREM rearrangement.'
30219082	2018	'BACKGROUND: Chromium histidinate (CrHis) and biotin are micronutrients commonly used to improve health by athletes and control glycaemia by patients with diabetes. This study investigates the effects of 8-week regular exercise training in rats together with dietary CrHis and biotin supplementation on glucose, lipids and transaminases levels, as well as protein expression levels of peroxisome proliferator-activated receptor gamma (PPAR-γ), insulin receptor substrate-1 (IRS-1) and nuclear transcription factor kappa B (NF-κB).\n\nMETHODS: A total of 56 male Wistar rats were randomly divided into 8 groups of 7 animals each and treated as follows: Control, CrHis, Biotin, CrHis+Biotin, Exercise, CrHis+Exercise, Biotin+Exercise, and CrHis+Biotin+Exercise. The doses of CrHis and biotin were 400\xa0μg/kg and 6\xa0mg/kg of diet, respectively. The training program consisted of running at 30\xa0m/min for 30\xa0min/day at 0% grade level, 5\xa0days per week, once a day for 6\xa0weeks. Serum glucose, total cholesterol (TC), high-density lipoprotein cholesterol (HDL), triglycerides (TG), aspartate aminotransferase (AST) and alanine aminotransferase (ALT) levels were measured with an automatic biochemical analyzer. Muscle and liver PPAR-γ, IRS-1 and NF-κB expressions were detected with real-time polymerase chain reaction.\n\nRESULTS: Regular exercise significantly (p\xa0<\u20090.001) decreased glucose, TC and TG levels, but increased HDL cholesterol. Dietary CrHis and biotin supplementation exhibited a significant (p\xa0<\u20090.001) decrease in glucose (effect size\u2009=\u2009large; ƞ2\u2009=\xa00.773) and TG (effect size\u2009=\u2009large; ƞ2\u2009=\u20090.802) levels, and increase in HDL cholesterol compared with the exercise group. No significant change in AST and ALT (effect size\u2009=\u2009none) levels was recorded in all groups (p\xa0>\u20090.05). CrHis/biotin improves the proteins expression levels of IRS-1, PPAR-γ, and NF-κB (effect size: large for all) in the liver and muscle of sedentary and regular exercise-trained rats (p\xa0<\u20090.001).\n\nCONCLUSIONS: CrHis/biotin supplementation improved serum glucose and lipid levels as well as proteins expression levels of PPAR-γ, IRS-1 and NF-κB in the liver and muscle of exercise-trained rats, with the highest efficiency when administered together. CrHis/biotin may represent an effective nutritional therapy to improve health.'
30219077	2018	'BACKGROUND: Hepatocellular carcinoma (HCC) is the second leading cause of cancer death in Asia; however, the molecular mechanism in its tumorigenesis remains unclear. Abnormal expression of claudins (CLDNs), a family of tight junction (TJ) proteins, plays an important role in the metastatic phenotype of epithelial-derived tumors by affecting tight junction structure, function and related cellular signaling pathways. In a previous study, we used a tissue chip assay to identify CLDN17 as an upregulated gene in HCC. Here we aimed to use molecular biology technology to explore the effect of CLDN17 on the malignant phenotype of HCC and the underlying molecular mechanism, with the objective of identifying a new target for HCC treatment and the control of HCC metastasis.\n\nMETHOD: The expression levels of CLDN17 in HCC tissues and histologically non-neoplastic hepatic tissues were explored by immunohistochemistry. Stable transfection of the hepatocyte line HL7702 with CLDN17 was detected by real-time polymerase chain reaction (PCR), western blotting and immunofluorescence. The impact of CLDN17 on the malignant phenotype of HL7702 cells in vitro was assessed by a Cell Counting Kit-8 (CCK8) assay, a Transwell assay and a wound-healing experiment. Western blotting was utilized to detect the activation state of Tyrosine kinase 2 (Tyk2) / signal transducer and activator of transcription3 (Stat3) pathway. A Tyk2 RNA interference (RNAi) was utilized to determine the impact of the Tyk2/Stat3 signaling pathway on the malignant phenotype of hepatocytes.\n\nRESULTS: In this work, our research group first found that CLDN17 was highly expressed in HCC tissues and was associated with poor prognosis. In addition, we demonstrated that CLDN17 affected the Stat3 signaling pathway via Tyk2 and ultimately enhanced the migration ability of hepatocytes.\n\nCONCLUSION: In conclusion, we confirmed that the upregulated expression of CLDN17 significantly enhances the migration ability of hepatocytes in vitro and we found that the activation of the Stat3 pathway by Tyk2 may an important mechanism by which CLDN17 promotes aggressiveness in hepatocytes.'
30219064	2018	'BACKGROUND: In this research, we aimed to investigate the biological functions of LIM domain only 3 (LMO3) in hepatocellular carcinoma (HCC) and uncover the underlying molecular mechanism in it.\n\nMETHODS: HCC tissue microarray (n\u2009=\u2009180) was used to analyze the correlation between LMO3 expression and clinicopathological findings. In vitro transwell matrigel invasion assay and annexin V anoikis assay in HCC cells were conducted to investigate LMO3 related biological functions. In vivo intrahepatic and lung metastasis models were used to determine the role of LMO3 in HCC metastasis. Quantitative real-time PCR, western blotting and immunohistochemical staining were performed to investigate the expression and mechanism of LMO3 in HCC.\n\nRESULTS: We found that the expression of LMO3 was significantly upregulated in HCC tissues, and it was closely related to clinicopathological findings and patient prognoses. Knockdown of LMO3 suppressed the invasion and anoikis inhibition of HCC cells in vitro. Meanwhile, the metastasis of SMMC-7721 cells was also suppressed by LMO3 knockdown in vivo. Furthermore, we found that LMO3 knockdown increased the phosphorylation of YAP and LATS1, and decrease Rho GTPases activities. LMO3 directly interacted with LATS1, and thus suppressed Hippo signaling. Recombinant LMO3 (rLMO3) protein administration decreased the phosphorylation of YAP and LATS1, and increased Rho GTPases activities. The inhibitors of the Hippo pathway abrogated rLMO3 protein-induced HCC cell invasion and anoikis inhibition.\n\nCONCLUSIONS: These results suggest that LMO3 promotes HCC cell invasion and anoikis inhibition by interacting with LATS1 and suppressing Hippo signaling. LMO3 may serve as a potential therapeutic target for HCC in future.'
30219059	2018	'BACKGROUND: Upon ingestion, nanoparticles can interact with the intestinal epithelial barrier potentially resulting in systemic uptake of nanoparticles. Nanoparticle properties have been described to influence the protein corona formation and subsequent cellular adhesion, uptake and transport. Here, we aimed to study the effects of nanoparticle size and surface chemistry on the protein corona formation and subsequent cellular adhesion, uptake and transport. Caco-2 intestinal cells, were exposed to negatively charged polystyrene nanoparticles (PSNPs) (50 and 200\xa0nm), functionalized with sulfone or carboxyl groups, at nine nominal concentrations (15-250\xa0μg/ml) for 10 up to 120\xa0min. The protein coronas were analysed by LC-MS/MS.\n\nRESULTS: Subtle differences in the protein composition of the two PSNPs with different surface chemistry were noted. High-content imaging analysis demonstrated that sulfone PSNPs were associated with the cells to a significantly higher extent than the other PSNPs. The apparent cellular adhesion and uptake of 200\xa0nm PSNPs was not significantly increased compared to 50\xa0nm PSNPs with the same surface charge and chemistry. Surface chemistry outweighs the impact of size on the observed PSNP cellular associations. Also transport of the sulfone PSNPs through the monolayer of cells was significantly higher than that of carboxyl PSNPs.\n\nCONCLUSIONS: The results suggest that the composition of the protein corona and the PSNP surface chemistry influences cellular adhesion, uptake and monolayer transport, which might be predictive of the intestinal transport potency of NPs.'
30219058	2018	'BACKGROUND: Idiopathic pulmonary fibrosis (IPF) is a fatal interstitial lung disease. Repetitive injury and reprogramming of the lung epithelium are thought to be critical drivers of disease progression, contributing to fibroblast activation, extracellular matrix remodeling, and subsequently loss of lung architecture and function. To date, Pirfenidone and Nintedanib are the only approved drugs known to decelerate disease progression, however, if and how these drugs affect lung epithelial cell function, remains largely unexplored.\n\nMETHODS: We treated murine and human 3D ex vivo lung tissue cultures (3D-LTCs; generated from precision cut lung slices (PCLS)) as well as primary murine alveolar epithelial type II (pmATII) cells with Pirfenidone or Nintedanib. Murine 3D-LTCs or pmATII cells were derived from the bleomycin model of fibrosis. Early fibrotic changes were induced in human 3D-LTCs by a mixture of profibrotic factors. Epithelial and mesenchymal cell function was determined by qPCR, Western blotting, Immunofluorescent staining, and ELISA.\n\nRESULTS: Low μM concentrations of Nintedanib (1\xa0μM) and mM concentrations of Pirfenidone (2.5\xa0mM) reduced fibrotic gene expression including Collagen 1a1 and Fibronectin in murine and human 3D-LTCs as well as pmATII cells. Notably, Nintedanib stabilized expression of distal lung epithelial cell markers, especially Surfactant Protein C in pmATII cells as well as in murine and human 3D-LTCs.\n\nCONCLUSIONS: Pirfenidone and Nintedanib exhibit distinct effects on murine and human epithelial cells, which might contribute to their anti-fibrotic action. Human 3D-LTCs represent a valuable tool to assess anti-fibrotic mechanisms of potential drugs for the treatment of IPF patients.'
30219048	2018	"'BACKGROUND: Dramatic progress has recently been made in cryo-electron microscopy technologies, which now make possible the reconstruction of a growing number of biomolecular structures to near-atomic resolution. However, the need persists for fitting and refinement approaches that address those cases that require modeling assistance.\n\nMETHODS: In this paper, we describe algorithms to optimize the performance of such medium-resolution refinement methods. These algorithms aim to automatically optimize the parameters that define the density shape of the flexibly fitted model, as well as the time-dependent damper cutoff distance. Atomic distance constraints can be prescribed for cases where extra containment of parts of the structure is helpful, such as in regions where the density map is poorly defined. Also, we propose a simple stopping criterion that estimates the probable onset of overfitting during the simulation.\n\nRESULTS: The new set of algorithms produce more accurate fitting and refinement results, and yield a faster rate of convergence of the trajectory toward the fitted conformation. The latter is also more reliable due to the overfitting warning provided to the user.\n\nCONCLUSIONS: The algorithms described here were implemented in the new Damped-Dynamics Flexible Fitting simulation tool ""DDforge"" in the Situs package.'"
30219035	2018	"""BACKGROUND: Pseudogenes are RNA transcripts with high homology with its parent protein-coding genes. Although pseudogenes lost the ability to produce protein, it still exert import biological function, and play important role in the pathogenesis of a wide varity of tumors; However, the role of pseudogenes in esophageal squamous cell carcinoma (ESCC) is poorly understood.\n\nMETHODS: TUSC2P function in ESCC were explored using both in vitro and in vivo experiments cell proliferation, invasion and apoptosis assay was performed to evaluated the effect of TUSC2P on the tumor biology of ESCC. Expression of relative genes was assessed by quantitative real-time PCR (qRT-PCR) and western blotting in EC109 and TE-1 cell, as well as ESCC patients. 3'UTR luciferase assay was used to confirm the direct binding of miRNAs with TUSC2 and TUSC2P 3'UTR. Relation betweenTUSC2P, TUSC2 and ESCC prognosis was predicted by survival analysis (n\u2009=\u200956).\n\nRESULTS: Pseudogene TUSC2P was down regulated in ESCC tissues compared with paired normal adjacent tissues, and the expression of TUSC2P was significantly correlated with survivalof ESCC patients. Over expression of TUSC2P in EC109 and TE-1 cells resulted in altered expression of TUSC2, thus inhibited proliferation, invasion and promoted apoptosis. Dual luciferase assay demonstrated that TUSC2P 3'UTR decoyed miR-17-5p, miR-520a-3p, miR-608, miR-661 from binding to TUSC2.\n\nCONCLUSIONS: TUSC2P can suppresses the tumor function of esophageal squamous cell carcinoma by regulating TUSC2 expression and may also serve as a prognostic factor for ESCC patients."""
30219026	2018	'BACKGROUND: Spanins are phage lysis proteins required to disrupt the outer membrane. Phages employ either two-component spanins or unimolecular spanins in this final step of Gram-negative host lysis. Two-component spanins like Rz-Rz1 from phage lambda consist of an integral inner membrane protein: i-spanin, and an outer membrane lipoprotein: o-spanin, that form a complex spanning the periplasm. Two-component spanins exist in three different genetic architectures; embedded, overlapped and separated. In contrast, the unimolecular spanins, like gp11 from phage T1, have an N-terminal lipoylation signal sequence and a C-terminal transmembrane domain to account for the topology requirements. Our proposed model for spanin function, for both spanin types, follows a common theme of the outer membrane getting fused with the inner membrane, effecting the release of progeny virions.\n\nRESULTS: Here we present a SpaninDataBase which consists of 528 two-component spanins and 58 unimolecular spanins identified in this analysis. Primary analysis revealed significant differences in the secondary structure predictions for the periplasmic domains of the two-component and unimolecular spanin types, as well as within the three different genetic architectures of the two-component spanins. Using a threshold of 40% sequence identity over 40% sequence length, we were able to group the spanins into 143 i-spanin, 125 o-spanin and 13 u-spanin families. More than 40% of these families from each type were singletons, underlining the extreme diversity of this class of lysis proteins. Multiple sequence alignments of periplasmic domains demonstrated conserved secondary structure patterns and domain organization within family members. Furthermore, analysis of families with members from different architecture allowed us to interpret the evolutionary dynamics of spanin gene arrangement. Also, the potential universal role of intermolecular disulfide bonds in two-component spanin function was substantiated through bioinformatic and genetic approaches. Additionally, a novel lipobox motif, AWAC, was identified and experimentally verified.\n\nCONCLUSIONS: The findings from this bioinformatic approach gave us instructive insights into spanin function, evolution, domain organization and provide a platform for future spanin annotation, as well as biochemical and genetic experiments. They also establish that spanins, like viral membrane fusion proteins, adopt different strategies to achieve fusion of the inner and outer membranes.'
30218980	2018	'Iron deficiency is routinely treated with oral or systemic iron supplements, which are highly reactive and could induce oxidative stress via augmenting the activity of proinflammatory enzyme myeloperoxidase (MPO). To investigate the extent to which MPO is involved in iron-induced toxicity, acute (24 h) iron toxicity was induced by intraperitoneal administration of FeSO (25 mg/kg body weight) to MPO-deficient (MpoKO) mice and their wild-type (WT) littermates. Acute iron toxicity was also assessed in WT mice pretreated with an MPO inhibitor, 4-aminobenzoic acid hydrazide. Systemic iron administration up-regulated circulating MPO and neutrophil elastase and elevated systemic inflammatory and organ damage markers in WT mice. However, genetic deletion of MPO or its inhibition significantly reduced iron-induced organ damage and systemic inflammatory responses. In contrast to the acute model, 8 weeks of 2% carbonyl iron diet feeding to WT mice did not change the levels of circulating MPO and neutrophil elastase but promoted their accumulation in the liver. Even though both MpoKO and WT mice displayed similar levels of diet-induced hyperferremia, MpoKO mice showed significantly reduced inflammatory response and oxidative stress than the WT mice. In addition, WT bone-marrow-derived neutrophils (BMDN) generated more reactive oxygen species than MPO-deficient BMDN upon iron stimulation. Altogether, genetic deficiency or pharmacologic inhibition of MPO substantially attenuated acute and chronic iron-induced toxicity. Our results suggest that targeting MPO during iron supplementation is a promising approach to reduce iron-induced toxicity/side effects in vulnerable population.'
30218979	2018	"'We aimed to investigate the effect of linoleic acid (LA) treatment on the blood pressure and function of mesenteric resistance arteries (MRA) in spontaneous hypertensive rats (SHR). Male SHR were treated daily with LA (15 mg/kg) or vehicle (control) for 15 days. Compared with controls, LA treatment decreased blood pressure and showed the following in MRA: (1) increased lumen and external diameter, (2) decreased wall:lumen ratio and wall thickness, (3) decreased stiffness and (4) less collagen deposition. LA treatment reduced the contractile response to phenylephrine, although there were no changes observed in MRA in regard to the acetylcholine or sodium nitroprusside responses. Incubation with L-NAME left-shifted the reactivity to phenylephrine only in the MRA treated group, suggesting that LA treatment can improve NO bioavailability. This result was accompanied by an increase ""in situ"" NO production. Incubation with tiron decreased vascular reactivity to phenylephrine in MRA in LA rats, which was accompanied by decreased superoxide anion production. Moreover, incubation with indomethacin (non-selective COX inhibitor, 10 μM), NS 398 (COX-2 specific inhibitor, 1 μM), furegrelate (TXA synthase inhibitor, 1 μM), SQ 29.548 (TP receptor antagonist, 1 μM) and SC 19220 (EP1 receptor antagonist, 10 μM) reduced the vasoconstrictor responses to phenylephrine in MRA in the treated group. These results were accompanied by a reduction in COX-2 protein expression. In conclusion, these findings show that LA treatment decreases blood pressure. In addition, the improvement of endothelial dysfunction and structural changes in this hypertension model may be responsible for the reduction in blood pressure.'"
30218965	2018	'Wide use of AlO nanoparticles (NPs) leading to their possible escape into environment and their interaction with living organisms demands immediate attention. We evaluated impact of nanoparticulate (AlO-NPs) and ionic (Al) forms of aluminium on early seedling growth of Vigna radiata. While Al inhibited growth of seedlings, AlO-NPs did not affect it negatively. Unlike enhancement in proline, malondialdehyde and HO levels in roots and shoots induced by Al, these stress markers remained unaltered by AlO-NPs. No signs of membrane damage were recorded in roots of seedlings raised in presence of AlO-NPs; this was witnessed from insignificant electrolyte leakage and Evans blue uptake. Activities of antioxidant enzymes, i.e., superoxide dismustase, catalase, guaiacol peroxidase in root and shoot were enhanced by Al. However, they were unaffected by AlO-NPs. Al enhanced levels of non-protein thiols, phenolics and ascorbate, with no alterations induced by AlO-NPs. These findings revealed that, AlO-NPs did not induce oxidative stress in seedlings. Seedlings raised in Al showed higher uptake of Al than those grown in AlO-NPs; Al content was higher in roots. Al was not detected in shoots of seedlings grown in AlO-NPs. Lower translocation of Al in seedlings raised in AlO-NPs was due to adsorption/restriction of AlO-NPs on root surface. Al caused ruptures on root epidermis of seedlings and inhibited root-hair formation, whereas no structural damage was caused by AlO-NPs. Our findings revealed that while ionic Al is highly toxic, nanoparticulate form of Al is non-toxic to growth of V. radiata.'
